Rz,ρ,r,n,s,l,b,h1,h2,"fc,new","fc,old",fy,σn,τ
4,1.130973355,12,8,50,400,200,200,200,30,40,400,0,5.81429
4,1.130973355,12,8,75,400,200,200,200,30,40,400,0,5.8655525
4,1.130973355,12,8,100,400,200,200,200,30,40,400,0,5.93905875
4,1.130973355,12,8,150,400,200,200,200,30,40,400,0,5.95386125
4,1.130973355,12,8,200,400,200,200,200,30,40,400,0,5.9553
4,0.502654825,16,2,25,400,200,200,200,30,40,400,0,4.361915
4,0.502654825,16,2,50,400,200,200,200,30,40,400,0,4.52399625
4,0.502654825,16,2,75,400,200,200,200,30,40,400,0,4.5046675
4,0.502654825,16,2,100,400,200,200,200,30,40,400,0,4.538425
4,0.502654825,16,2,150,400,200,200,200,30,40,400,0,4.53894625
4,0.502654825,16,2,200,400,200,200,200,30,40,400,0,4.54077
4,0.753982237,16,3,25,400,200,200,200,30,40,400,0,4.87648125
4,0.753982237,16,3,50,400,200,200,200,30,40,400,0,5.15317875
4,0.753982237,16,3,75,400,200,200,200,30,40,400,0,5.14887125
4,0.753982237,16,3,100,400,200,200,200,30,40,400,0,5.204255
4,0.753982237,16,3,150,400,200,200,200,30,40,400,0,5.20581125
4,0.753982237,16,3,200,400,200,200,200,30,40,400,0,5.20552625
4,1.005309649,16,4,25,400,200,200,200,30,40,400,0,4.87961875
4,1.005309649,16,4,50,400,200,200,200,30,40,400,0,5.319125
4,1.005309649,16,4,75,400,200,200,200,30,40,400,0,5.40759625
4,1.005309649,16,4,100,400,200,200,200,30,40,400,0,5.44392875
4,1.005309649,16,4,150,400,200,200,200,30,40,400,0,5.46417375
4,1.005309649,16,4,200,400,200,200,200,30,40,400,0,5.464415
4,1.507964474,16,6,25,400,200,200,200,30,40,400,0,5.4757575
4,1.507964474,16,6,50,400,200,200,200,30,40,400,0,6.0414625
4,1.507964474,16,6,75,400,200,200,200,30,40,400,0,6.15143625
4,1.507964474,16,6,100,400,200,200,200,30,40,400,0,6.25002875
4,1.507964474,16,6,150,400,200,200,200,30,40,400,0,6.2710975
4,1.507964474,16,6,200,400,200,200,200,30,40,400,0,6.27395375
4,2.010619298,16,8,25,400,200,200,200,30,40,400,0,5.3746275
4,2.010619298,16,8,50,400,200,200,200,30,40,400,0,5.9772375
4,2.010619298,16,8,75,400,200,200,200,30,40,400,0,6.18897875
4,2.010619298,16,8,100,400,200,200,200,30,40,400,0,6.3892375
4,2.010619298,16,8,150,400,200,200,200,30,40,400,0,6.44244625
4,2.010619298,16,8,200,400,200,200,200,30,40,400,0,6.445805
